               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,     train/lmmd_loss,       train/fg_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,       val/lmmd_loss,         val/fg_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.032877,            0.009144,           0.0023275,                   0,             0.60972,             0.81704,             0.67748,             0.75581,             0.35357,            0.042164,            0.017529,           0.0020311,                   0,                   0,          0.00072003,          0.00072003,          0.00072003
                 115,               0.048,            0.013184,           0.0046111,                   0,             0.61477,             0.79614,             0.68272,             0.74786,             0.35494,            0.042429,            0.017502,           0.0020558,                   0,                   0,          0.00071566,          0.00071566,          0.00071566
                 116,             0.02861,           0.0080264,           0.0012851,                   0,             0.60775,             0.80795,             0.69435,             0.75212,             0.36271,            0.042406,            0.017598,           0.0020963,                   0,                   0,          0.00071127,          0.00071127,          0.00071127
                 117,            0.013371,           0.0029007,          0.00050908,                   0,              0.5964,             0.79348,             0.69651,             0.75231,             0.35877,            0.042392,            0.017501,           0.0020912,                   0,                   0,          0.00070686,          0.00070686,          0.00070686
                 118,            0.036959,           0.0089617,            0.001996,                   0,             0.63134,             0.83099,             0.65557,             0.75146,              0.3676,            0.041764,            0.017401,           0.0020584,                   0,                   0,          0.00070243,          0.00070243,          0.00070243
                 119,            0.036473,           0.0069134,           0.0031553,                   0,              0.6259,             0.85155,             0.65053,             0.75533,              0.3632,            0.041852,            0.017389,           0.0020627,                   0,                   0,          0.00069799,          0.00069799,          0.00069799
                 120,             0.03567,           0.0058699,           0.0030765,                   0,             0.59736,             0.82993,             0.67669,             0.76208,             0.36886,            0.042111,            0.017461,           0.0020897,                   0,                   0,          0.00069353,          0.00069353,          0.00069353
                 121,            0.034614,           0.0074675,           0.0016622,                   0,             0.61524,             0.82044,             0.67902,             0.76143,             0.37199,            0.042369,            0.017433,           0.0021597,                   0,                   0,          0.00068906,          0.00068906,          0.00068906
                 122,             0.03478,             0.00822,           0.0030404,                   0,             0.59922,             0.82995,             0.68038,             0.76631,             0.38155,            0.042049,             0.01735,           0.0021471,                   0,                   0,          0.00068457,          0.00068457,          0.00068457
                 123,            0.036393,           0.0074468,           0.0011256,                   0,             0.62228,             0.84292,             0.68123,             0.76683,             0.38336,            0.041235,            0.017542,           0.0021199,                   0,                   0,          0.00068006,          0.00068006,          0.00068006
